,REF_NO,children,age_band,status,occupation,home_status,family_income,TVarea,Average.Credit.Card.Transaction,Balance.Transfer,Term.Deposit,Life.Insurance,Medical.Insurance,Average.A.C.Balance,Personal.Loan,Home.Loan,Online.Purchase.Amount,gender,region,Portfolio.Balance
7552,7750,1,36-40,Partner,Other,Own Home,"<30,000, >=27,500",Yorkshire,0.0,153.95,0.0,276.37,24.99,172.87,20.98,11.99,0.0,Female,East Midlands,184.96
7553,99,0,26-30,Partner,Business Manager,Own Home,">=35,000",Carlton,0.0,193.46,19.48,36.97,0.0,46.98,0.0,0.0,33.95,Male,South East,100.83
7554,7211,0,51-55,Widowed,Professional,Rent from Council/HA,"<12,500, >=10,000",Granada,0.01,28.97,19.99,5.99,0.0,68.42,9.59,0.0,0.0,Female,Wales,38.17
7555,7751,1,55-60,Partner,Business Manager,Own Home,"<10,000, >= 8,000",Granada,0.0,0.0,20.99,59.48,0.0,0.0,25.46,0.0,0.0,Female,North West,12.15
7556,10823,0,61-65,Partner,Retired,Own Home,"<27,500, >=25,000",HTV,49.98,34.99,65.44,31.49,120.86,0.0,112.93,0.0,0.0,Male,South West,145.47
7557,5521,0,26-30,Single/Never Married,Professional,Own Home,"<27,500, >=25,000",Central,0.0,17.49,0.0,0.0,0.0,29.49,0.0,0.0,0.0,Male,West Midlands,-6.93
7558,5000,0,45-50,Divorced/Separated,Professional,Own Home,"<20,000, >=17,500",Carlton,0.0,0.0,9.49,0.0,7.99,0.0,0.0,0.0,0.0,Male,South East,59.34
7559,3803,3,36-40,Partner,Professional,Own Home,">=35,000",Scottish TV,241.97,0.0,19.99,0.0,0.0,0.0,0.0,0.0,0.0,Male,Scotland,81.15
7560,2667,0,45-50,Divorced/Separated,Manual Worker,Own Home,"<25,000, >=22,500",Central,0.0,0.0,39.98,0.0,0.0,0.0,16.0,0.0,0.0,Male,South East,-13.16
7561,8933,0,45-50,Partner,Professional,Own Home,"<30,000, >=27,500",Anglia,9.99,26.47,27.99,24.99,0.0,64.94,5.99,10.48,0.0,Male,North West,83.37
7562,1119,2,31-35,Partner,Professional,Own Home,"<27,500, >=25,000",Yorkshire,21.48,121.96,58.47,24.97,0.0,39.47,0.0,10.99,0.0,Female,South East,66.54
7563,9471,0,41-45,Divorced/Separated,Professional,Own Home,"<22,500, >=20,000",Granada,0.0,39.49,0.0,74.49,0.0,3.99,0.0,0.0,0.0,Female,North West,47.52
7564,1585,0,36-40,Single/Never Married,Secretarial/Admin,Own Home,">=35,000",Carlton,0.0,104.47,0.0,145.95,0.0,12.0,0.0,0.0,0.0,Female,South East,70.2
7565,10195,0,55-60,Divorced/Separated,Professional,Own Home,">=35,000",Granada,391.35,96.96,107.89,567.1,153.85,247.81,0.0,48.7,143.82,Female,North West,625.2
7566,3892,2,31-35,Partner,Housewife,Own Home,"<25,000, >=22,500",Scottish TV,17.49,0.0,0.0,0.0,0.0,4.49,47.95,0.0,0.0,Female,Scotland,44.03
7567,7478,0,31-35,Single/Never Married,Professional,Own Home,"<17,500, >=15,000",Carlton,0.0,0.0,16.98,0.0,94.52,56.87,0.0,0.0,0.0,Female,North West,97.43
7568,7398,0,45-50,Single/Never Married,Professional,Own Home,"<27,500, >=25,000",Anglia,0.0,43.98,0.0,27.98,0.0,29.47,0.0,0.0,0.0,Female,East Anglia,34.62
7569,8810,0,55-60,Partner,Manual Worker,Own Home,"< 8,000, >= 4,000",Yorkshire,0.0,34.99,0.0,29.98,0.0,0.0,0.0,23.47,24.98,Female,South East,40.82
7570,9517,0,45-50,Partner,Professional,Own Home,"<17,500, >=15,000",Tyne Tees,0.0,0.0,0.0,0.0,0.0,48.84,0.0,0.0,0.0,Female,North,-22.66
7571,224,2,31-35,Partner,Professional,Own Home,">=35,000",Meridian,0.0,60.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,South East,45.5
7572,7923,2,31-35,Partner,Housewife,Own Home,"<20,000, >=17,500",Granada,0.0,0.0,0.0,0.0,0.0,11.98,0.0,0.0,14.99,Female,North West,59.56
7573,7471,0,45-50,Partner,Housewife,Own Home,"<30,000, >=27,500",Meridian,0.0,0.0,0.0,0.0,21.47,0.0,0.0,0.0,0.0,Female,South West,51.41
7574,69,1,31-35,Divorced/Separated,Housewife,Own Home,">=35,000",Meridian,0.0,0.0,0.0,85.45,0.0,0.0,0.0,0.0,0.0,Female,South East,33.31
7575,9973,0,51-55,Partner,Professional,Own Home,"< 8,000, >= 4,000",Carlton,19.99,0.0,9.99,69.47,20.96,26.48,0.0,0.0,0.0,Female,North West,71.23
7576,6310,0,22-25,Partner,Professional,Own Home,"<30,000, >=27,500",Tyne Tees,0.0,138.42,0.0,117.39,0.0,20.96,0.0,0.0,0.0,Female,North,82.83
7577,6136,0,61-65,Partner,Retired,Own Home,"<10,000, >= 8,000",Meridian,0.0,0.0,0.0,82.96,0.0,83.9,0.0,67.89,0.0,Male,North West,68.36
7578,3722,3,26-30,Partner,Housewife,Own Home,"<15,000, >=12,500",Carlton,145.93,107.96,129.95,134.95,34.47,26.96,57.27,14.45,0.0,Female,South East,122.19
7579,8974,0,65-70,Partner,Retired,Own Home,"<22,500, >=20,000",TV South West,0.0,0.0,0.0,0.0,0.0,24.99,0.0,0.0,3.98,Female,South West,72.96
7580,5661,0,61-65,Partner,Retired,Own Home,"<27,500, >=25,000",Tyne Tees,190.46,168.96,69.97,189.41,175.41,127.46,198.07,0.0,58.98,Female,South East,403.11
7581,1431,2,36-40,Partner,Other,Own Home,">=35,000",Carlton,73.45,0.0,0.0,0.0,9.99,0.0,0.0,21.48,0.0,Female,South East,-22.19
7582,42,0,22-25,Single/Never Married,Secretarial/Admin,Own Home,"<12,500, >=10,000",HTV,13.49,0.0,14.99,0.0,15.48,0.0,70.42,0.0,0.0,Female,Wales,1.44
7583,11185,3,36-40,Partner,Housewife,Own Home,"<27,500, >=25,000",Granada,19.98,83.48,0.0,91.96,0.0,94.97,0.0,4.99,0.0,Female,Wales,97.25
7584,3068,0,45-50,Partner,Secretarial/Admin,Own Home,"<27,500, >=25,000",Carlton,0.0,0.0,29.48,0.0,29.99,19.46,0.0,0.0,0.0,Female,South East,40.29
7585,219,0,55-60,Partner,Retired,Own Home,"<10,000, >= 8,000",Central,152.93,70.46,48.97,139.94,20.95,106.94,0.0,0.0,0.0,Female,East Midlands,287.65
7586,4754,0,36-40,Partner,Manual Worker,Rent Privately,"<25,000, >=22,500",Granada,0.0,0.0,0.0,45.97,0.0,0.0,0.0,0.0,0.0,Female,North West,2.65
7587,4051,0,61-65,Partner,Housewife,Own Home,"<15,000, >=12,500",Meridian,39.98,99.93,17.99,173.91,0.0,116.89,0.0,15.17,0.0,Female,North West,203.59
7588,10089,1,36-40,Partner,Professional,Own Home,">=35,000",HTV,0.0,88.47,51.48,76.47,56.93,100.28,89.43,0.0,35.99,Female,Wales,194.23
7589,4462,3,31-35,Partner,Professional,Own Home,">=35,000",Granada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,Wales,-22.39
7590,9389,1,41-45,Partner,Professional,Own Home,">=35,000",Granada,0.0,163.44,0.0,51.99,11.47,5.48,43.96,0.0,3.99,Female,North West,65.57
7591,1751,0,55-60,Partner,Housewife,Own Home,"<27,500, >=25,000",Granada,0.0,78.96,0.0,27.46,0.0,34.99,0.0,7.97,0.0,Female,North West,57.76
7592,3753,1,55-60,Partner,Housewife,Own Home,"<25,000, >=22,500",Granada,193.34,98.93,57.92,139.33,57.12,114.04,3.48,10.21,27.42,Female,North West,205.74
7593,11430,0,61-65,Partner,Housewife,Own Home,"<10,000, >= 8,000",Anglia,209.46,0.0,24.99,0.0,43.95,21.99,0.0,0.0,0.0,Female,North West,64.24
7594,8882,0,61-65,Partner,Retired,Own Home,"<10,000, >= 8,000",Anglia,150.93,0.0,157.93,0.0,38.45,0.0,0.0,0.0,0.0,Female,South East,106.93
7595,4276,1,22-25,Partner,Housewife,Own Home,">=35,000",Carlton,9.49,135.97,25.0,99.47,29.99,19.46,31.98,0.0,0.0,Female,North West,99.98
7596,2024,1,41-45,Partner,Secretarial/Admin,Own Home,"<27,500, >=25,000",TV South West,0.0,0.0,0.0,29.98,0.0,49.94,0.0,0.0,3.49,Female,South West,37.95
7597,2565,2,36-40,Divorced/Separated,Professional,Own Home,"<25,000, >=22,500",HTV,0.0,0.0,0.0,0.02,0.0,29.46,0.0,0.0,42.96,Male,South West,28.48
7598,7117,0,65-70,Partner,Retired,Own Home,"<12,500, >=10,000",Meridian,0.0,0.0,0.0,15.46,29.49,0.0,0.0,0.0,7.48,Male,South East,-7.74
7599,2192,0,55-60,Partner,Retired,Own Home,"<12,500, >=10,000",Granada,184.48,0.0,0.0,0.0,0.0,29.48,0.0,14.99,0.0,Male,Wales,10.68
7600,7732,0,51-55,Partner,Business Manager,Own Home,">=35,000",Central,4.97,25.99,99.46,25.46,12.28,0.0,33.93,0.0,0.0,Female,West Midlands,85.28
7601,7412,1,55-60,Partner,Other,Own Home,"<25,000, >=22,500",Central,10.49,0.0,82.47,88.45,14.48,42.44,0.0,0.0,42.93,Female,South West,200.55
7602,6028,0,51-55,Partner,Professional,Own Home,">=35,000",Carlton,0.0,0.0,0.0,0.0,0.0,26.98,0.0,0.0,0.0,Female,South East,-33.11
7603,10616,0,55-60,Partner,Retired,Own Home,"<25,000, >=22,500",Yorkshire,0.0,0.0,0.0,0.0,10.96,0.0,0.0,0.0,0.0,Female,South East,20.37
7604,1887,0,36-40,Partner,Professional,Own Home,">=35,000",Tyne Tees,0.0,0.0,0.0,99.96,0.0,12.46,0.0,0.0,0.0,Female,North,26.4
7605,8680,2,31-35,Partner,Business Manager,Own Home,"<27,500, >=25,000",Granada,0.0,0.0,0.0,11.99,47.41,58.95,98.41,10.47,18.97,Male,North West,149.99
7606,7669,1,41-45,Partner,Secretarial/Admin,Own Home,"<30,000, >=27,500",Border,0.0,34.48,0.0,104.94,0.0,0.0,0.0,3.99,0.0,Female,Scotland,54.54
7607,8786,2,22-25,Partner,Manual Worker,Own Home,">=35,000",Ulster,0.0,25.99,0.0,283.36,9.49,4.49,12.98,0.0,1.99,Male,Northern Ireland,156.91
7608,4987,0,65-70,Partner,Retired,Own Home,"<22,500, >=20,000",Carlton,0.0,0.01,27.99,15.97,21.98,27.95,0.0,0.0,0.0,Male,North West,23.22
7609,11460,1,41-45,Divorced/Separated,Secretarial/Admin,Own Home,"<17,500, >=15,000",Tyne Tees,0.0,25.0,0.0,163.4,15.99,9.97,17.97,0.0,60.95,Female,North,130.61
7610,5307,1,41-45,Partner,Secretarial/Admin,Own Home,">=35,000",Carlton,0.0,0.0,82.96,164.42,58.95,99.93,136.0,0.0,280.34,Female,South East,249.83
7611,4996,0,61-65,Partner,Housewife,Own Home,"<12,500, >=10,000",HTV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,Wales,7.73
7612,8891,3,36-40,Partner,Professional,Own Home,">=35,000",Carlton,0.0,183.43,39.97,268.86,0.0,92.94,0.0,0.0,0.0,Female,South East,230.6
7613,684,0,26-30,Single/Never Married,Secretarial/Admin,Own Home,"<25,000, >=22,500",Central,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,West Midlands,-15.81
7614,5108,0,45-50,Partner,Secretarial/Admin,Own Home,"<22,500, >=20,000",Granada,108.43,48.98,44.98,51.48,13.48,34.48,0.0,17.99,0.0,Female,North West,125.84
7615,3239,0,51-55,Partner,Professional,Own Home,">=35,000",Central,0.0,44.47,0.0,25.99,9.97,56.45,35.47,0.0,0.0,Male,West Midlands,107.68
7616,7720,0,71+,Partner,Retired,Own Home,"<10,000, >= 8,000",Meridian,0.0,47.48,39.47,210.91,10.99,0.0,0.0,0.0,0.0,Female,North West,124.34
7617,8285,0,51-55,Widowed,Housewife,Own Home,"< 4,000",Carlton,0.0,0.0,0.0,39.49,0.0,0.0,0.0,0.0,0.0,Female,North West,4.09
7618,7838,0,45-50,Widowed,Professional,Own Home,"<27,500, >=25,000",Anglia,4.99,14.99,0.0,11.49,19.49,11.99,146.9,0.0,0.0,Female,East Anglia,87.19
7619,1416,3,26-30,Partner,Housewife,Own Home,">=35,000",Carlton,0.0,89.48,0.0,0.0,0.0,0.0,32.97,0.0,157.93,Female,South East,88.74
7620,9518,1,45-50,Partner,Professional,Own Home,">=35,000",Carlton,0.0,0.0,29.99,32.48,59.46,27.94,179.36,0.0,109.48,Female,South East,90.06
7621,393,0,61-65,Partner,Retired,Own Home,"<12,500, >=10,000",Granada,17.49,11.49,0.0,232.35,0.0,98.43,52.45,0.0,11.99,Female,North West,172.96
7622,5035,3,36-40,Partner,Housewife,Own Home,"<17,500, >=15,000",Granada,0.0,17.99,0.0,51.47,0.0,24.99,0.0,0.0,0.0,Female,North West,53.68
7623,1733,2,45-50,Partner,Business Manager,Own Home,">=35,000",Carlton,35.98,0.0,0.0,0.0,22.98,0.0,0.0,0.0,0.0,Male,South East,-9.75
7624,8447,0,51-55,Single/Never Married,Secretarial/Admin,Own Home,"<15,000, >=12,500",Central,0.0,7.07,0.0,62.95,0.0,94.45,0.0,2.0,0.0,Female,West Midlands,27.64
7625,4292,0,26-30,Single/Never Married,Secretarial/Admin,Own Home,"<12,500, >=10,000",Granada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,North West,-12.8
7626,6726,0,26-30,Partner,Manual Worker,Own Home,"<15,000, >=12,500",HTV,11.99,0.0,0.0,40.97,4.99,0.0,0.0,0.0,0.0,Female,Wales,56.58
7627,5726,0,55-60,Partner,Retired,Own Home,"< 8,000, >= 4,000",Central,77.94,160.43,61.97,388.74,66.92,310.66,488.07,28.92,200.43,Female,West Midlands,611.59
7628,10468,0,51-55,Widowed,Retired,Own Home,"< 4,000",Meridian,14.49,96.47,60.97,195.92,28.45,166.37,0.0,0.0,19.99,Female,North West,221.76
7629,8009,1,36-40,Partner,Professional,Own Home,"<27,500, >=25,000",Granada,0.0,0.0,0.0,70.98,0.0,11.99,0.0,0.0,0.0,Female,North West,44.21
7630,7563,0,65-70,Partner,Retired,Own Home,"<20,000, >=17,500",Carlton,41.98,0.0,454.83,0.0,47.47,0.0,0.0,0.0,0.0,Male,North West,88.71
7631,6794,0,51-55,Divorced/Separated,Professional,Own Home,">=35,000",Carlton,0.0,0.0,0.0,16.97,13.98,8.48,0.0,0.0,0.0,Male,North West,2.66
7632,888,0,51-55,Partner,Secretarial/Admin,Own Home,"<15,000, >=12,500",Anglia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,South East,46.98
7633,3325,2,41-45,Partner,Professional,Own Home,">=35,000",Meridian,246.94,0.0,24.99,0.0,0.0,0.0,0.0,0.0,0.0,Male,North West,145.05
7634,6569,2,36-40,Divorced/Separated,Housewife,Rent from Council/HA,"< 4,000",Meridian,44.46,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,South East,14.84
7635,6254,0,65-70,Partner,Retired,Rent Privately,"< 8,000, >= 4,000",Anglia,0.0,43.97,19.99,117.93,0.0,34.98,0.0,22.47,4.49,Female,East Anglia,67.15
7636,3819,0,51-55,Partner,Other,Own Home,"<30,000, >=27,500",Granada,0.0,0.0,19.98,0.0,45.45,0.0,0.0,0.0,0.0,Male,North West,78.77
7637,3415,0,55-60,Partner,Housewife,Own Home,"<15,000, >=12,500",Meridian,41.97,0.0,24.49,0.0,0.0,0.0,0.0,0.0,0.0,Female,South East,12.48
7638,3571,0,61-65,Partner,Housewife,Own Home,"<25,000, >=22,500",Meridian,20.48,0.0,0.0,39.48,41.84,14.93,0.0,0.01,0.0,Female,South East,66.03
7639,5851,2,36-40,Partner,Secretarial/Admin,Own Home,"<20,000, >=17,500",Granada,293.94,334.93,24.99,212.89,102.94,102.44,772.02,5.22,0.0,Female,Wales,581.46
7640,8808,0,51-55,Partner,Professional,Own Home,"<17,500, >=15,000",Anglia,0.0,211.47,19.49,64.47,38.94,0.0,0.0,0.0,0.0,Female,East Anglia,131.29
7641,2571,0,45-50,Partner,Professional,Own Home,"<27,500, >=25,000",HTV,0.0,0.0,0.0,13.49,0.0,0.0,177.37,0.0,0.0,Female,Wales,94.98
7642,9469,2,26-30,Partner,Secretarial/Admin,Own Home,"<30,000, >=27,500",Grampian,7.99,6.47,4.99,142.4,9.99,30.95,30.98,0.0,11.99,Female,Scotland,76.87
7643,2919,0,65-70,Partner,Retired,Own Home,"< 4,000",Anglia,23.98,104.46,11.99,119.92,0.0,4.99,0.0,9.98,0.0,Male,East Anglia,88.04
7644,1573,0,61-65,Partner,Retired,Rent from Council/HA,"<10,000, >= 8,000",Grampian,34.99,1.02,39.48,120.36,0.0,20.48,0.0,0.0,291.47,Male,Scotland,90.94
7645,2967,0,51-55,Partner,Secretarial/Admin,Own Home,">=35,000",Anglia,0.0,0.0,0.0,0.0,0.0,0.0,89.46,0.0,0.0,Female,North West,49.0
7646,7119,1,26-30,Single/Never Married,Housewife,Own Home,"<25,000, >=22,500",Tyne Tees,25.98,285.94,74.45,156.92,6.99,167.29,321.3,18.96,24.99,Female,North,434.63
7647,3039,0,26-30,Partner,Professional,Own Home,">=35,000",Carlton,0.0,78.96,0.0,35.98,0.0,45.01,0.0,0.0,0.0,Female,South East,94.34
7648,3866,0,55-60,Partner,Retired,Own Home,"<20,000, >=17,500",Carlton,0.0,29.97,0.0,33.44,0.0,63.43,0.0,19.46,0.0,Female,North West,65.53
7649,9152,1,51-55,Partner,Manual Worker,Own Home,"<10,000, >= 8,000",Granada,168.94,0.0,98.99,0.0,39.47,16.93,0.0,0.0,0.0,Male,Wales,54.78
7650,1780,1,36-40,Partner,Housewife,Own Home,"<22,500, >=20,000",Central,0.0,29.96,0.0,78.47,0.0,46.48,11.99,7.48,0.0,Female,South West,54.77
7651,964,0,45-50,Partner,Business Manager,Own Home,">=35,000",HTV,0.0,0.0,0.0,42.98,0.0,11.98,14.99,0.0,0.0,Female,South West,7.41
7652,6852,1,45-50,Partner,Manual Worker,Own Home,"<12,500, >=10,000",Central,39.46,49.99,121.42,84.4,101.41,90.92,0.0,0.0,0.0,Female,West Midlands,153.49
7653,2662,0,51-55,Single/Never Married,Retired,Own Home,"<20,000, >=17,500",Central,59.97,0.56,72.95,103.93,0.0,4.99,5.49,7.47,7.99,Male,West Midlands,47.8
7654,7456,0,61-65,Widowed,Professional,Own Home,"< 8,000, >= 4,000",Carlton,0.0,27.49,71.97,78.95,5.99,42.95,2.99,9.49,29.97,Female,North West,108.51
7655,4172,1,45-50,Partner,Secretarial/Admin,Own Home,"<27,500, >=25,000",Carlton,23.98,117.42,0.0,0.0,0.0,4.99,49.96,0.0,10.99,Female,South East,-3.15
7656,545,0,65-70,Partner,Retired,Own Home,"< 4,000",Carlton,0.0,104.48,0.0,31.48,0.0,19.98,0.0,0.0,0.0,Female,South East,65.61
7657,7045,1,36-40,Partner,Manual Worker,Own Home,">=35,000",Carlton,16.98,28.98,14.99,83.45,29.99,59.96,0.0,3.98,0.0,Female,South East,127.99
7658,10107,0,71+,Widowed,Retired,Own Home,"<10,000, >= 8,000",Yorkshire,0.0,0.0,64.98,0.0,0.0,0.0,0.0,0.0,154.44,Female,South East,61.02
7659,6216,0,31-35,Partner,Retired,Own Home,"<15,000, >=12,500",Carlton,229.91,168.96,13.45,62.46,23.46,143.37,0.0,3.49,19.98,Female,South East,232.19
7660,10061,1,36-40,Partner,Manual Worker,Own Home,"<30,000, >=27,500",Anglia,0.0,109.38,69.46,221.3,17.98,39.95,45.92,0.0,31.46,Female,East Midlands,211.28
7661,10503,0,71+,Partner,Retired,Own Home,"< 4,000",Central,0.0,26.0,0.0,64.98,0.0,0.0,0.0,7.99,0.0,Female,West Midlands,32.91
7662,10565,0,45-50,Partner,Secretarial/Admin,Own Home,"<30,000, >=27,500",Carlton,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,South East,39.43
7663,5832,1,31-35,Partner,Student,Own Home,"<22,500, >=20,000",Central,0.0,45.98,41.99,681.73,134.4,0.0,514.14,0.0,186.89,Female,East Midlands,518.49
7664,9650,0,61-65,Partner,Retired,Own Home,"<10,000, >= 8,000",Meridian,23.98,0.0,0.0,0.0,29.99,0.0,0.0,0.0,0.51,Male,South East,20.33
7665,7792,0,45-50,Partner,Manual Worker,Own Home,"<17,500, >=15,000",Tyne Tees,0.0,122.88,0.01,231.78,0.0,81.91,0.0,0.0,56.46,Male,North,249.64
7666,8605,0,26-30,Single/Never Married,Professional,Own Home,"<25,000, >=22,500",Yorkshire,0.0,101.48,17.99,0.0,0.0,14.99,0.0,8.98,79.78,Male,South East,67.49
7667,2816,0,55-60,Widowed,Professional,Own Home,"<30,000, >=27,500",Central,0.0,0.0,0.0,0.0,34.96,0.0,0.0,0.0,9.87,Female,West Midlands,-2.54
7668,3640,0,55-60,Partner,Retired,Own Home,">=35,000",Carlton,0.0,0.0,0.0,66.47,10.49,15.98,0.0,0.0,0.0,Female,South East,-3.67
7669,9491,0,55-60,Widowed,Retired,Own Home,"< 8,000, >= 4,000",Carlton,0.0,48.95,0.0,193.38,24.49,64.44,63.47,15.22,0.0,Female,South East,165.67
7670,6361,0,36-40,Partner,Professional,Own Home,">=35,000",Yorkshire,51.45,281.93,0.0,453.75,33.4,262.81,277.23,0.0,69.89,Male,South East,585.52
7671,4979,0,55-60,Partner,Retired,Own Home,"<20,000, >=17,500",Central,0.0,31.98,0.0,16.48,0.0,0.0,236.86,0.0,0.0,Female,West Midlands,133.43
7672,6570,0,51-55,Partner,Housewife,Own Home,"<20,000, >=17,500",Carlton,19.49,75.0,0.0,0.0,48.96,6.48,0.0,0.0,0.0,Female,North West,9.54
7673,8999,0,61-65,Widowed,Retired,Own Home,"< 8,000, >= 4,000",Carlton,0.0,0.0,0.0,0.0,0.0,7.98,0.0,0.0,0.0,Female,South East,-9.02
7674,1642,1,41-45,Partner,Retired,Own Home,"<15,000, >=12,500",Tyne Tees,0.0,52.48,0.0,0.0,0.0,6.98,59.45,0.0,0.0,Female,North,62.61
7675,2051,2,36-40,Partner,Business Manager,Own Home,"<30,000, >=27,500",Meridian,0.0,18.49,34.99,169.42,0.0,57.96,65.44,0.0,58.39,Male,South East,131.07
7676,2043,0,55-60,Widowed,Business Manager,Own Home,"<27,500, >=25,000",TV South West,0.0,85.96,29.48,110.94,0.0,32.97,108.44,8.98,0.0,Female,South West,122.0
7677,297,0,51-55,Divorced/Separated,Secretarial/Admin,Own Home,"<22,500, >=20,000",Meridian,0.0,49.99,0.0,65.96,0.0,0.0,0.0,0.0,0.0,Male,North West,10.93
7678,7301,0,65-70,Partner,Housewife,Own Home,"< 8,000, >= 4,000",Anglia,0.0,64.99,0.0,109.96,0.0,0.0,0.0,0.0,0.0,Female,East Anglia,51.81
7679,1387,0,71+,Widowed,Housewife,Own Home,"<17,500, >=15,000",Carlton,0.0,0.0,0.0,84.47,0.0,0.0,0.0,0.0,0.0,Female,South East,-9.66
7680,6897,1,36-40,Divorced/Separated,Manual Worker,Own Home,"<15,000, >=12,500",Anglia,0.0,93.96,0.0,145.44,0.0,1.95,0.52,1.99,0.0,Male,South East,175.22
7681,1243,0,45-50,Partner,Professional,Own Home,"<22,500, >=20,000",Meridian,0.0,0.0,0.0,0.0,7.49,0.0,0.0,0.0,0.02,Female,South East,-11.44
7682,1826,2,31-35,Partner,Housewife,Own Home,">=35,000",Carlton,0.0,34.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,South East,18.92
7683,3214,0,22-25,Single/Never Married,Professional,Own Home,"<30,000, >=27,500",Granada,0.0,0.0,28.97,23.99,0.0,19.98,20.98,0.0,0.0,Female,North West,-4.08
7684,7926,0,45-50,Widowed,Manual Worker,Own Home,"<10,000, >= 8,000",Carlton,0.0,0.0,0.0,57.49,0.0,0.0,0.0,11.99,0.0,Female,North West,-9.02
7685,7911,0,51-55,Partner,Retired,Own Home,"<15,000, >=12,500",Meridian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,South East,2.47
7686,2749,0,41-45,Partner,Professional,Own Home,">=35,000",Yorkshire,105.97,0.0,113.94,0.0,98.43,0.0,4.99,2.24,0.0,Female,South East,65.65
7687,3601,2,45-50,Partner,Housewife,Own Home,"<20,000, >=17,500",Carlton,0.01,0.01,21.48,1.56,40.44,53.92,1.02,4.49,10.99,Female,South East,118.14
7688,11366,0,31-35,Partner,Professional,Live in Parental Hom,"<27,500, >=25,000",Central,118.44,0.0,49.98,34.99,34.48,0.0,0.0,0.0,0.0,Female,West Midlands,80.47
7689,1163,2,31-35,Partner,Housewife,Own Home,">=35,000",Carlton,0.0,34.49,19.98,66.95,0.0,30.98,0.0,0.0,0.0,Female,South East,60.17
7690,9210,0,65-70,Partner,Retired,Own Home,"<30,000, >=27,500",Meridian,232.44,0.0,89.47,0.0,124.39,0.0,47.48,0.0,49.98,Male,South East,100.5
7691,9102,1,45-50,Partner,Housewife,Own Home,"<27,500, >=25,000",HTV,4.47,158.91,44.46,115.82,48.92,5.03,184.0,1.24,82.93,Female,Wales,215.45
7692,9734,0,55-60,Partner,Professional,Own Home,"<25,000, >=22,500",Carlton,0.0,64.96,19.99,167.36,38.43,178.89,0.0,9.47,10.98,Female,South East,154.17
7693,1536,2,36-40,Partner,Professional,Own Home,">=35,000",Scottish TV,60.96,0.0,0.01,55.95,170.27,51.43,202.85,0.0,0.0,Female,Scotland,194.75
7694,2715,2,45-50,Partner,Manual Worker,Own Home,"<25,000, >=22,500",Granada,0.0,49.99,14.99,41.47,0.0,0.0,0.0,0.0,0.0,Female,North West,92.31
7695,1966,2,36-40,Partner,Housewife,Own Home,">=35,000",Carlton,69.98,25.49,24.99,0.0,39.48,211.94,0.0,0.0,49.97,Female,South East,139.01
7696,6054,1,26-30,Single/Never Married,Professional,Own Home,">=35,000",Yorkshire,28.97,153.46,0.0,118.43,10.49,11.49,31.97,0.0,28.98,Female,East Midlands,124.67
7697,35,0,65-70,Widowed,Retired,Own Home,"<15,000, >=12,500",Grampian,92.94,0.0,0.0,0.0,71.95,0.0,0.0,11.47,0.0,Female,Scotland,13.55
7698,3743,0,55-60,Partner,Housewife,Own Home,"<17,500, >=15,000",Granada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.99,0.0,Female,North West,-30.07
7699,7116,3,36-40,Partner,Housewife,Own Home,"<25,000, >=22,500",HTV,0.0,0.0,0.0,0.0,0.0,0.0,21.98,0.0,0.0,Female,South West,62.29
7700,10351,0,71+,Partner,Retired,Own Home,"<22,500, >=20,000",Granada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,North West,-19.51
7701,5160,0,45-50,Partner,Business Manager,Own Home,"<20,000, >=17,500",Carlton,0.0,0.0,0.0,14.99,0.0,0.0,14.99,0.0,0.0,Male,North West,7.22
7702,1842,0,61-65,Divorced/Separated,Secretarial/Admin,Own Home,"< 4,000",TV South West,9.99,0.0,0.0,0.0,0.0,14.48,0.0,0.0,0.0,Female,South West,47.74
7703,5046,0,65-70,Partner,Retired,Own Home,"<12,500, >=10,000",Meridian,79.47,0.0,0.0,0.0,11.48,0.0,0.0,0.0,0.0,Male,South East,-5.09
7704,7482,0,51-55,Partner,Housewife,Own Home,">=35,000",Scottish TV,0.0,0.01,104.95,99.46,14.98,0.0,367.74,0.0,0.0,Female,Scotland,203.99
7705,3527,0,45-50,Widowed,Secretarial/Admin,Own Home,"<22,500, >=20,000",Anglia,0.0,0.0,0.0,78.96,0.0,0.0,0.0,0.0,0.0,Female,East Midlands,-11.81
7706,6626,0,31-35,Single/Never Married,Secretarial/Admin,Rent Privately,"<30,000, >=27,500",Carlton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,South East,36.5
